,carat,cut,color,clarity,depth percentage,table,length,width,depth,price
3273,1.0,3,2,2,59.8,61.0,6.24,6.17,3.71,3360
2624,0.9,1,3,3,57.7,62.0,6.29,6.23,3.61,3226
53550,0.9,1,0,2,63.9,56.0,6.1,6.17,3.92,2693
3337,0.92,3,3,2,62.3,59.0,6.15,6.2,3.85,3377
45029,0.54,4,5,3,60.5,57.0,5.3,5.28,3.2,1637
17068,0.32,3,3,3,62.6,58.0,4.35,4.31,2.71,612
35543,0.35,4,4,4,62.1,57.0,4.55,4.53,2.82,906
39740,0.52,3,3,3,58.6,62.0,5.28,5.24,3.08,1092
44349,0.56,4,3,4,61.7,56.0,5.3,5.34,3.28,1580
38797,0.31,4,3,7,60.8,56.0,4.39,4.36,2.66,1046
1466,0.91,4,1,2,61.6,57.0,6.24,6.23,3.84,2981
29615,0.3,4,0,6,62.1,56.0,4.31,4.32,2.68,439
50477,0.7,2,4,3,62.3,57.0,5.62,5.65,3.51,2267
50424,0.5,2,3,6,60.0,56.0,5.18,5.21,3.12,2260
52692,0.7,2,4,3,60.0,58.0,5.75,5.79,3.46,2553
30479,0.31,3,6,3,60.2,56.0,4.4,4.37,2.64,732
43918,0.31,4,1,5,61.3,55.6,4.37,4.4,2.69,513
28385,0.33,3,1,5,61.6,60.0,4.45,4.42,2.73,668
41670,0.4,4,3,4,61.1,56.0,4.74,4.78,2.91,1240
51176,0.73,3,4,3,62.4,55.0,5.78,5.71,3.59,2346
41089,0.41,4,4,6,62.6,55.0,4.76,4.73,2.97,1192
45605,0.71,0,3,2,65.6,56.0,5.54,5.49,3.63,1691
43380,0.5,4,5,3,60.8,57.0,5.09,5.14,3.11,1410
14624,1.24,4,2,2,62.0,56.0,6.9,6.87,4.27,5902
3929,0.91,3,2,2,62.1,56.0,6.24,6.15,3.85,3498
2701,0.31,4,3,4,62.2,54.0,4.34,4.38,2.71,562
6015,0.94,2,5,2,62.0,60.0,6.19,6.22,3.85,3963
30723,0.41,1,6,3,63.8,56.0,4.68,4.72,3.0,738
680,0.7,4,4,4,60.8,59.0,5.69,5.79,3.49,2850
44373,0.43,4,4,8,60.9,57.0,4.89,4.86,2.97,1580
3112,0.92,2,1,3,63.3,58.0,6.18,6.14,3.9,3323
33187,0.4,2,2,5,61.3,59.0,4.79,4.74,2.92,818
48731,0.52,3,3,6,61.2,59.0,5.16,5.14,3.15,2012
18383,0.3,4,3,5,61.7,54.6,4.3,4.33,2.67,618
37556,0.31,4,3,8,61.0,56.0,4.39,4.37,2.67,988
42577,0.62,3,4,2,61.7,60.0,5.48,5.45,3.37,1329
9970,1.0,1,2,3,63.7,60.0,6.3,6.33,4.02,4702
13620,1.04,4,1,5,61.4,58.0,6.46,6.54,3.99,5572
25685,0.37,4,6,3,61.9,54.0,4.62,4.65,2.87,643
35095,0.3,4,4,8,61.7,58.0,4.3,4.32,2.66,886
50761,0.79,2,0,4,60.8,56.0,5.98,6.02,3.65,2300
17817,1.19,4,2,5,62.1,54.0,6.8,6.83,4.23,7181
13132,1.15,3,2,3,62.0,58.0,6.77,6.71,4.18,5433
499,0.9,1,0,4,64.0,61.0,6.04,6.03,3.86,2822
11005,1.14,2,5,2,62.6,56.0,6.63,6.69,4.17,4915
5433,0.79,2,5,5,62.2,55.0,5.95,6.01,3.72,3827
11315,1.23,4,0,4,61.8,56.0,6.87,6.81,4.23,4986
13668,1.19,2,2,3,62.7,61.0,6.66,6.73,4.2,5595
38852,0.4,3,3,6,61.1,58.0,4.76,4.74,2.9,1050
50495,0.73,4,2,3,62.9,56.0,5.79,5.75,3.63,2269
40372,0.42,2,4,6,61.6,59.0,4.83,4.84,2.98,1131
14482,1.03,3,2,5,61.2,58.0,6.55,6.52,4.0,5849
33935,0.33,3,1,4,61.1,59.0,4.4,4.44,2.7,463
49206,0.66,4,6,3,62.7,55.0,5.56,5.61,3.5,2079
52919,0.71,2,4,3,62.4,59.0,5.64,5.7,3.54,2590
12422,1.0,4,4,3,62.0,55.0,6.39,6.44,3.98,5239
33952,0.23,2,5,6,62.7,59.0,3.93,3.95,2.47,465
10794,1.0,4,6,3,60.2,57.0,6.54,6.48,3.92,4861
16112,1.07,2,5,4,60.4,58.0,6.61,6.66,4.01,6441
1782,0.66,4,6,6,61.6,57.0,5.64,5.57,3.45,3049
48387,0.59,4,3,6,62.2,56.0,5.37,5.4,3.35,1966
3898,0.89,3,2,5,60.5,59.0,6.22,6.17,3.75,3489
40465,0.32,4,6,7,61.3,57.0,4.42,4.39,2.7,1140
50918,0.7,1,6,3,64.2,62.0,5.52,5.48,3.53,2318
40802,0.51,4,4,2,60.5,55.0,5.17,5.21,3.14,1169
17748,1.51,4,1,3,62.2,56.0,7.36,7.27,4.55,7145
534,0.78,3,4,3,60.8,60.0,5.97,5.94,3.62,2826
52700,0.59,4,5,6,60.2,56.0,5.46,5.51,3.3,2553
44598,0.53,4,3,4,62.5,56.0,5.2,5.17,3.24,1607
28526,0.31,2,4,5,62.0,56.0,4.32,4.35,2.69,675
9030,0.27,4,6,6,61.5,56.0,4.15,4.18,2.56,586
38915,0.33,4,3,8,61.7,55.0,4.47,4.45,2.75,1052
4401,0.31,4,6,3,61.2,55.0,4.37,4.49,2.71,571
48865,0.71,4,0,5,61.9,55.0,5.75,5.69,3.54,2034
32678,0.31,3,3,5,60.8,61.0,4.35,4.33,2.64,802
10168,0.91,4,3,3,61.9,56.0,6.22,6.18,3.84,4731
42233,0.46,4,6,4,61.8,56.0,4.93,4.97,3.06,1291
36043,0.45,0,4,4,67.0,56.0,4.77,4.7,3.17,923
11164,1.14,3,2,3,62.5,58.0,6.71,6.67,4.18,4948
6438,0.91,3,3,3,61.8,60.0,6.18,6.21,3.83,4045
32491,0.38,4,4,4,62.0,54.0,4.64,4.69,2.89,796
7692,1.08,2,1,3,60.5,60.0,6.61,6.67,4.02,4276
10954,1.03,4,3,3,61.6,57.0,6.53,6.46,4.0,4900
12060,0.73,4,4,7,61.4,56.0,5.8,5.81,3.56,5154
33286,0.31,1,6,2,63.6,54.0,4.31,4.34,2.75,462
33204,0.39,4,1,7,62.5,53.1,4.68,4.7,2.93,820
43809,0.51,4,3,4,62.0,56.0,5.18,5.11,3.19,1443
19030,0.41,2,3,2,59.6,60.0,4.82,4.85,2.88,621
27957,0.27,4,1,5,62.0,56.0,4.16,4.19,2.59,432
45972,0.3,1,5,3,63.2,57.0,4.25,4.3,2.7,526
14576,1.2,2,2,2,61.5,58.0,6.78,6.84,4.19,5884
2622,0.73,2,5,5,62.3,58.0,5.72,5.74,3.57,3226
6335,1.0,3,0,5,62.8,57.0,6.39,6.35,4.0,4032
48104,0.5,3,3,6,61.6,60.0,5.13,5.1,3.15,1935
17256,1.04,3,4,4,61.7,59.0,6.49,6.45,3.99,6906
29307,0.25,4,3,5,62.6,53.0,4.01,4.07,2.53,438
49221,0.68,3,3,4,61.6,59.0,5.65,5.64,3.48,2081
51304,0.31,3,1,6,61.7,58.0,4.38,4.4,2.71,544
3278,0.82,4,4,3,62.1,56.0,6.04,6.0,3.74,3361
34468,0.41,2,5,4,59.7,58.0,4.79,4.82,2.87,866
45426,0.55,2,5,4,62.3,61.0,5.16,5.21,3.23,1669
3033,0.26,3,2,6,59.8,61.0,4.18,4.15,2.49,565
5906,0.9,1,5,3,60.8,65.0,6.14,6.17,3.74,3933
43679,0.5,1,4,4,63.3,57.0,5.01,5.07,3.19,1436
39115,0.41,4,3,4,60.9,57.0,4.84,4.79,2.93,1061
8278,1.02,3,6,2,61.5,58.0,6.51,6.33,3.95,4381
16101,1.24,2,3,3,61.8,59.0,6.85,6.88,4.24,6438
7333,0.9,2,3,4,61.0,60.0,6.21,6.24,3.8,4210
3720,0.3,2,5,5,63.0,57.0,4.25,4.29,2.69,568
16685,0.31,4,2,2,61.3,55.0,4.35,4.38,2.67,421
48231,0.57,3,6,3,58.9,59.0,5.46,5.41,3.2,1949
8087,1.01,1,4,3,63.4,55.0,6.35,6.42,4.05,4339
43361,0.61,1,5,2,63.1,56.0,5.4,5.44,3.42,1408
30080,0.32,3,1,6,62.1,59.0,4.38,4.35,2.71,720
41492,0.51,1,6,2,64.2,56.0,5.05,5.02,3.23,1232
1121,0.8,2,2,4,61.2,53.0,5.98,6.05,3.68,2918
18255,1.07,2,6,4,62.4,57.0,6.51,6.59,4.09,7415
8043,0.38,3,1,3,60.5,58.0,4.67,4.72,2.84,581
29135,0.31,2,6,4,61.6,55.0,4.37,4.4,2.7,692
35782,0.32,4,4,7,61.0,56.0,4.42,4.43,2.7,912
31073,0.33,3,3,6,59.5,60.0,4.52,4.55,2.7,752
12211,1.15,2,5,2,63.1,63.0,6.63,6.53,4.15,5193
32342,0.3,4,2,8,61.8,55.0,4.3,4.31,2.66,789
8910,0.9,1,4,4,62.7,59.0,6.1,6.14,3.84,4493
30613,0.3,2,6,2,61.8,58.0,4.29,4.32,2.66,447
33007,0.4,0,5,4,64.7,58.0,4.63,4.67,3.01,813
30794,0.3,4,5,6,62.3,54.0,4.31,4.36,2.7,742
10508,1.01,2,6,2,60.5,58.0,6.45,6.5,3.92,4799
41032,0.41,4,5,6,60.0,57.0,4.81,4.85,2.9,1187
32169,0.3,3,3,5,62.5,59.0,4.32,4.25,2.68,787
16301,1.01,2,5,4,63.3,56.0,6.34,6.37,4.02,6522
11179,1.0,3,5,3,61.9,62.0,6.4,6.34,3.94,4953
9487,1.01,2,6,2,62.7,58.0,6.31,6.39,3.98,4606
35595,0.31,3,2,7,60.6,59.0,4.38,4.36,2.65,907
3469,0.77,1,4,5,59.3,56.0,5.98,6.03,3.56,3393
38023,0.39,3,3,4,60.9,59.0,4.74,4.69,2.87,1009
31363,0.33,4,3,6,60.4,57.0,4.48,4.52,2.72,761
28178,0.41,4,3,2,61.9,54.0,4.81,4.78,2.97,666
7616,1.01,1,6,2,57.6,62.0,6.56,6.66,3.81,4260
1656,0.65,4,5,6,62.1,57.0,5.55,5.6,3.46,3023
16037,0.3,2,1,5,63.3,59.0,4.23,4.2,2.67,608
45281,0.55,4,3,4,61.4,56.3,5.26,5.29,3.24,1662
39826,0.39,3,3,5,62.4,57.0,4.68,4.62,2.9,1097
4901,0.72,4,6,3,61.2,56.0,5.77,5.79,3.54,3722
47973,0.3,4,1,6,62.5,53.6,4.29,4.33,2.69,532
11579,0.9,2,6,3,60.6,59.0,6.23,6.28,3.79,5040
37596,0.24,2,5,6,59.7,60.0,4.08,4.1,2.44,485
30543,0.31,4,6,4,62.5,56.0,4.29,4.32,2.69,734
9709,0.31,4,5,4,62.0,56.0,4.36,4.38,2.71,589
31054,0.38,4,5,4,61.9,57.0,4.61,4.66,2.87,751
15576,1.21,2,6,2,62.4,58.0,6.77,6.83,4.24,6248
5912,0.9,3,4,3,61.7,62.0,6.19,6.13,3.8,3936
15482,1.22,4,0,5,61.4,58.0,6.85,6.87,4.21,6201
1973,0.92,3,0,4,60.9,62.0,6.31,6.26,3.83,3091
14657,1.02,4,3,4,62.6,58.0,6.43,6.39,4.01,5915
32475,0.44,2,1,4,62.5,57.0,4.85,4.88,3.04,795
41086,0.41,4,4,6,62.9,54.0,4.74,4.7,2.97,1192
33338,0.41,4,3,4,62.1,57.0,4.72,4.78,2.95,827
36331,0.32,4,3,6,62.1,57.0,4.42,4.4,2.74,936
46115,0.56,4,1,7,61.1,55.0,5.35,5.33,3.26,1743
53832,0.72,4,4,3,62.0,55.0,5.76,5.79,3.58,2737
21716,0.32,4,2,6,59.8,57.0,4.48,4.52,2.69,628
3487,0.9,2,1,4,62.4,58.0,6.12,6.16,3.83,3398
10299,1.03,4,2,3,61.0,55.0,6.56,6.59,4.01,4759
8090,1.0,3,4,2,61.5,60.0,6.35,6.33,3.9,4340
31178,0.32,1,5,5,60.3,64.0,4.42,4.44,2.67,756
5152,1.01,1,4,2,64.0,56.0,6.25,6.32,4.02,3768
23378,0.33,3,3,3,62.3,59.0,4.44,4.39,2.75,631
5756,1.24,3,3,2,60.0,60.0,6.94,6.88,4.15,3896
11739,1.22,2,1,2,62.9,56.0,6.79,6.84,4.29,5072
6581,0.9,4,6,2,62.4,56.0,6.16,6.24,3.87,4078
47476,0.61,2,3,4,62.0,57.0,5.44,5.47,3.38,1861
48554,0.58,3,3,6,59.7,59.0,5.4,5.45,3.24,1990
42689,0.5,4,5,3,60.6,59.0,5.13,5.16,3.12,1337
30320,0.36,2,3,5,62.9,57.0,4.56,4.6,2.88,726
50181,0.64,4,4,5,61.9,56.8,5.55,5.6,3.45,2222
38279,0.21,3,6,4,58.3,59.0,3.96,3.93,2.3,386
32586,0.33,4,5,6,61.4,55.0,4.46,4.5,2.75,802
12894,1.01,4,5,3,62.1,57.0,6.4,6.45,3.99,5372
29881,0.3,2,6,4,60.3,60.0,4.28,4.31,2.59,710
39299,0.3,4,1,5,61.4,56.0,4.3,4.33,2.65,491
37176,0.32,4,6,4,62.6,55.0,4.39,4.37,2.74,972
48903,0.51,2,4,6,62.0,56.0,5.1,5.15,3.17,2041
28946,0.3,4,3,6,60.6,57.0,4.33,4.35,2.63,684
38694,0.37,3,5,4,59.5,59.0,4.71,4.64,2.78,1041
45513,0.64,3,5,3,61.2,62.0,5.56,5.52,3.39,1682
3512,0.85,4,3,3,62.2,56.0,6.06,6.09,3.78,3403
44229,0.59,3,2,4,60.7,56.0,5.46,5.41,3.3,1572
7624,1.01,2,0,5,61.3,57.0,6.43,6.5,3.96,4262
1929,1.01,3,2,2,59.4,62.0,6.47,6.43,3.83,3083
30244,0.33,4,6,4,61.7,55.0,4.46,4.48,2.76,724
38040,0.35,0,4,7,54.6,59.0,4.85,4.79,2.63,1011
46134,0.54,1,4,4,64.2,53.8,5.12,5.19,3.31,1745
41321,0.52,4,1,4,61.5,56.0,5.19,5.21,3.2,1214
13627,1.04,4,2,5,62.7,55.0,6.43,6.49,4.05,5577
5635,0.91,2,4,3,60.1,58.0,6.3,6.35,3.8,3879
42997,0.55,2,6,2,63.2,56.0,5.24,5.21,3.3,1368
6395,1.0,2,4,2,62.9,59.0,6.27,6.38,3.98,4037
37563,0.31,1,3,8,63.9,58.0,4.3,4.27,2.74,988
10732,0.33,3,1,4,60.6,58.0,4.47,4.44,2.7,594
3268,1.01,3,1,2,61.5,62.0,6.41,6.37,3.93,3360
51685,0.55,2,5,6,60.4,56.0,5.36,5.38,3.24,2399
32098,0.33,4,6,4,60.9,55.0,4.46,4.5,2.73,781
37370,0.4,3,6,4,62.5,59.0,4.66,4.72,2.93,982
10841,1.16,3,2,2,61.8,58.0,6.81,6.75,4.19,4872
325,0.87,2,3,2,59.9,58.0,6.19,6.23,3.72,2802
30000,0.43,4,5,2,61.9,57.0,4.83,4.86,3.0,716
29457,0.33,4,2,7,62.5,56.0,4.42,4.44,2.77,702
12598,1.09,3,4,3,62.7,58.0,6.51,6.56,4.1,5287
15324,1.23,4,2,2,62.4,57.0,6.79,6.84,4.25,6152
18010,1.47,4,1,4,62.3,57.0,7.24,7.3,4.53,7284
26702,0.32,4,4,4,62.4,56.0,4.35,4.37,2.72,645
49961,0.3,3,5,2,61.6,61.0,4.29,4.25,2.63,540
48174,0.57,3,6,4,61.7,60.0,5.28,5.32,3.27,1944
46104,0.52,4,5,5,61.7,56.0,5.13,5.18,3.18,1742
53503,0.74,1,4,2,62.6,65.0,5.66,5.69,3.55,2685
52913,0.73,4,4,2,61.9,55.0,5.78,5.82,3.59,2588
42423,0.51,4,3,3,63.0,53.0,5.13,5.1,3.22,1312
5073,0.93,3,2,3,61.8,59.0,6.27,6.23,3.86,3750
43217,0.5,0,5,4,64.9,56.0,5.01,4.95,3.23,1397
31960,0.25,4,6,3,61.5,55.0,4.09,4.14,2.52,452
34233,0.4,3,5,2,62.9,59.0,4.69,4.66,2.94,855
43584,0.5,0,6,4,63.7,57.0,5.05,4.9,3.17,1431
2414,0.87,2,2,3,62.2,57.0,6.05,6.11,3.78,3180
13478,1.08,4,4,3,62.7,57.0,6.53,6.57,4.11,5534
38026,0.32,4,4,8,62.2,55.0,4.38,4.4,2.73,1010
3937,0.9,4,3,2,62.4,56.0,6.14,6.19,3.85,3500
1529,0.71,4,4,3,61.9,56.0,5.69,5.74,3.54,2999
13865,1.29,4,0,4,60.9,58.0,7.05,7.0,4.28,5646
35718,0.3,4,6,4,61.4,55.0,4.34,4.32,2.66,911
40483,0.64,1,0,2,64.7,54.0,5.39,5.43,3.5,1141
12775,1.12,3,3,3,59.8,58.0,6.79,6.76,4.05,5329
29284,0.25,4,4,4,62.8,57.0,3.98,4.01,2.51,436
31435,0.3,4,2,8,62.0,57.0,4.26,4.29,2.65,764
17374,0.34,3,1,4,62.1,57.0,4.48,4.44,2.77,612
4497,0.9,4,2,3,62.8,57.0,6.16,6.14,3.86,3629
51270,0.73,2,5,2,59.6,57.0,5.87,5.91,3.51,2359
15296,1.2,4,6,2,60.2,57.0,6.88,6.93,4.16,6140
8366,0.9,2,3,4,58.8,61.0,6.28,6.3,3.7,4400
27860,0.33,1,6,4,61.8,61.0,4.4,4.44,2.73,652
51786,0.7,3,4,3,60.8,58.0,5.78,5.74,3.5,2415
47595,0.53,4,6,4,60.9,57.0,5.24,5.17,3.17,1877
20030,0.3,2,2,3,62.9,56.0,4.28,4.31,2.7,421
39204,0.54,2,2,3,61.7,54.0,5.23,5.27,3.24,1065
12512,1.01,2,2,4,63.2,58.0,6.34,6.26,3.98,5260
44215,0.56,4,2,2,60.7,56.0,5.34,5.37,3.25,1571
41809,0.52,4,4,3,61.6,57.0,5.16,5.19,3.19,1250
43560,0.51,1,6,4,64.2,58.0,5.01,5.06,3.23,1430
12443,0.9,3,5,5,60.1,56.0,6.38,6.3,3.81,5242
11453,1.01,3,3,3,62.2,58.0,6.42,6.4,3.99,5006
4940,1.01,3,2,2,59.6,60.0,6.55,6.5,3.89,3732
31685,0.26,3,5,7,62.3,60.0,4.09,4.07,2.54,769
11139,1.0,3,4,3,61.4,62.0,6.36,6.32,3.89,4939
579,0.78,4,1,4,61.8,55.0,5.92,5.95,3.67,2834
45087,0.52,3,5,4,60.9,58.0,5.2,5.18,3.16,1646
44124,0.5,3,3,5,60.0,59.0,5.12,5.18,3.09,1559
9007,0.91,4,5,3,61.2,58.0,6.24,6.3,3.84,4513
9850,0.9,3,5,3,62.8,58.0,6.13,6.09,3.84,4677
50436,0.77,1,2,2,58.6,64.0,6.01,5.93,3.5,2262
2130,0.72,4,2,4,60.1,56.0,5.85,5.88,3.52,3122
12125,1.02,3,3,3,61.7,58.0,6.47,6.37,3.96,5169
29975,0.35,4,1,8,61.8,55.0,4.55,4.57,2.82,715
10277,1.01,4,6,2,61.2,56.0,6.41,6.46,3.94,4753
8424,0.93,1,3,3,58.8,61.0,6.36,6.39,3.75,4405
50472,0.71,4,3,2,62.3,56.0,5.68,5.72,3.55,2266
7066,0.33,4,2,5,61.8,56.0,4.41,4.46,2.74,579
2106,0.9,1,4,2,63.2,59.0,6.06,6.13,3.85,3116
2576,0.71,4,5,5,62.3,54.0,5.69,5.73,3.56,3212
50008,0.57,4,2,8,62.2,56.0,5.3,5.33,3.3,2195
18691,0.33,4,4,4,60.9,56.0,4.47,4.49,2.73,619
49900,0.62,4,3,5,62.4,57.0,5.44,5.46,3.4,2178
35678,0.41,2,5,4,63.3,56.0,4.71,4.74,2.99,910
45995,0.53,2,3,6,60.5,59.0,5.24,5.29,3.19,1724
52486,0.71,4,2,4,61.4,57.0,5.71,5.75,3.52,2522
7901,1.0,1,6,3,64.3,62.0,6.18,6.13,3.96,4312
47592,0.51,4,5,4,60.7,56.0,5.17,5.21,3.15,1877
971,0.75,4,4,4,62.5,57.0,5.78,5.83,3.63,2893
49282,0.52,2,5,5,58.9,64.0,5.23,5.3,3.1,2092
26010,0.35,4,6,3,62.3,55.0,4.52,4.56,2.83,644
40447,0.51,4,4,2,61.1,56.0,5.18,5.21,3.17,1139
33666,0.3,2,3,8,58.4,62.0,4.4,4.43,2.58,835
15725,1.0,4,3,5,62.9,57.0,6.36,6.32,3.99,6290
37375,0.4,3,6,4,60.5,59.0,4.76,4.8,2.89,982
50803,0.6,4,5,5,62.2,56.0,5.36,5.44,3.36,2306
8038,0.78,4,6,5,62.1,55.0,5.9,5.95,3.68,4336
29865,0.3,3,6,4,61.0,58.0,4.32,4.34,2.64,710
32961,0.32,4,3,3,61.3,57.0,4.42,4.45,2.72,461
18270,1.0,3,5,5,61.4,58.0,6.44,6.42,3.95,7420
18286,1.03,4,4,5,60.7,56.0,6.6,6.54,3.99,7429
29026,0.31,4,2,7,61.6,55.0,4.37,4.4,2.7,687
14218,1.23,2,1,3,60.5,58.0,6.9,6.94,4.19,5763
9414,1.01,1,3,3,63.6,57.0,6.33,6.37,4.04,4588
44820,0.5,2,3,5,62.1,55.0,5.06,5.22,3.19,1624
35908,0.34,4,4,7,61.4,55.0,4.52,4.54,2.78,919
45716,0.56,4,5,3,61.7,56.0,5.33,5.3,3.28,1698
12365,0.26,2,4,7,58.7,58.0,4.24,4.25,2.49,597
6517,0.92,4,4,2,62.0,54.0,6.26,6.32,3.9,4065
41633,0.32,4,0,4,62.9,56.0,4.4,4.37,2.76,504
42624,0.32,2,2,4,60.7,61.0,4.39,4.41,2.67,505
46318,0.3,2,5,3,61.8,60.0,4.23,4.28,2.63,526
40177,0.5,4,4,2,60.5,56.0,5.17,5.19,3.14,1118
31764,0.35,4,2,7,61.6,55.0,4.55,4.57,2.81,773
36591,0.5,2,0,2,60.7,57.0,5.11,5.13,3.11,947
8873,1.01,2,4,2,61.9,57.0,6.42,6.35,3.95,4484
37560,0.31,3,3,8,61.0,59.0,4.36,4.33,2.65,988
53902,0.77,2,5,2,59.9,61.0,5.98,6.01,3.59,2753
2176,0.7,3,4,6,62.6,59.0,5.66,5.62,3.53,3136
890,0.7,3,3,6,61.8,58.0,5.67,5.63,3.49,2874
32195,0.35,3,5,3,59.7,60.0,4.58,4.53,2.72,788
7729,0.3,2,2,6,63.0,56.0,4.24,4.27,2.68,581
4321,0.9,2,3,3,61.6,59.0,6.13,6.19,3.8,3597
47132,0.53,2,5,5,61.9,59.0,5.16,5.21,3.21,1830
52445,0.53,3,6,6,62.7,60.0,5.19,5.12,3.23,2514
46735,0.58,4,4,4,62.4,57.0,5.31,5.33,3.32,1798
10677,1.21,3,0,4,59.9,59.0,6.92,6.86,4.13,4841
28451,0.32,4,6,4,61.2,56.0,4.38,4.41,2.69,671
30442,0.32,3,2,7,61.5,59.0,4.37,4.41,2.7,730
51049,0.75,3,2,3,60.7,62.0,5.87,5.82,3.55,2331
8263,0.9,2,2,4,63.0,57.0,6.09,6.13,3.85,4381
43632,0.43,4,5,7,61.3,57.0,4.84,4.88,2.98,1433
13090,1.08,3,6,3,61.6,56.0,6.64,6.57,4.07,5419
1819,0.57,4,4,7,61.1,55.0,5.36,5.44,3.3,3057
2698,1.03,0,0,2,56.2,62.0,6.73,6.69,3.77,3246
37927,0.3,1,2,2,63.9,57.0,4.27,4.24,2.72,485
42687,0.45,4,5,6,61.9,56.0,4.91,4.95,3.05,1337
28626,0.23,2,2,7,61.6,56.0,3.94,3.97,2.43,434
9987,1.12,3,1,3,60.8,57.0,6.76,6.7,4.09,4704
48968,0.34,4,2,4,61.5,54.0,4.5,4.54,2.78,537
52482,0.73,3,2,4,61.0,58.0,5.84,5.76,3.54,2519
15874,1.2,2,2,3,61.6,61.0,6.81,6.77,4.18,6350
45629,0.4,4,6,6,61.2,56.0,4.76,4.78,2.92,1693
39617,0.37,2,2,3,62.6,63.0,4.6,4.5,2.85,491
10247,1.01,1,2,3,63.1,59.0,6.32,6.36,4.0,4749
13822,1.23,3,1,5,61.6,58.0,6.9,6.84,4.23,5632
31508,0.34,2,3,4,63.1,57.0,4.47,4.43,2.81,765
28866,0.37,2,2,3,63.2,57.0,4.58,4.54,2.88,684
9818,1.01,3,6,2,58.8,59.0,6.58,6.55,3.86,4672
10194,1.05,3,2,4,60.5,58.0,6.7,6.63,4.03,4739
49803,0.52,4,3,8,61.5,56.0,5.21,5.16,3.19,2164
858,0.73,2,5,3,61.3,58.0,5.76,5.83,3.55,2871
44802,0.5,2,5,4,61.3,58.0,5.06,5.12,3.12,1624
36680,0.41,2,4,4,59.4,60.0,4.85,4.89,2.89,951
6543,1.01,3,6,2,61.7,59.0,6.41,6.37,3.94,4072
7883,1.04,2,2,3,63.2,57.0,6.45,6.4,4.06,4310
17185,1.11,3,4,4,62.7,59.0,6.58,6.62,4.14,6863
52430,0.7,2,5,4,61.7,60.0,5.67,5.7,3.51,2513
37329,0.45,0,5,4,66.9,60.0,4.78,4.71,3.18,980
40823,0.39,3,3,7,60.4,59.0,4.75,4.72,2.86,1170
42230,0.62,3,5,2,58.6,58.0,5.58,5.52,3.25,1291
29448,0.34,4,5,5,62.8,56.0,4.46,4.49,2.81,702
44658,0.35,4,6,2,61.8,57.0,4.53,4.57,2.81,522
15636,1.01,3,4,4,62.5,58.0,6.43,6.4,4.01,6271
47980,0.32,4,5,3,61.5,55.0,4.4,4.44,2.72,532
18344,1.01,4,4,5,62.5,54.0,6.43,6.46,4.03,7465
6774,0.93,2,3,3,61.5,57.0,6.23,6.33,3.86,4111
8413,0.92,1,4,4,63.1,57.0,6.11,6.16,3.87,4404
12006,1.0,1,3,4,63.8,59.0,6.26,6.34,4.02,5148
32066,0.33,4,6,3,62.7,55.0,4.44,4.4,2.77,780
14098,1.2,3,2,3,62.4,58.0,6.76,6.79,4.23,5718
47135,0.6,3,5,3,61.9,58.0,5.43,5.39,3.35,1830
31594,0.2,3,5,4,59.7,62.0,3.84,3.8,2.28,367
2675,0.7,3,6,5,60.6,58.0,5.73,5.75,3.48,3239
41677,0.5,4,5,2,62.4,57.0,5.07,5.03,3.15,1240
14724,0.3,3,3,5,61.4,60.0,4.3,4.33,2.65,605
18011,0.9,4,5,6,62.8,54.0,6.11,6.21,3.87,7286
3722,0.36,4,1,5,60.5,57.0,4.56,4.59,2.77,568
6908,0.9,2,2,5,61.8,56.0,6.16,6.18,3.81,4136
28386,0.33,3,2,4,61.3,60.0,4.47,4.44,2.73,668
15175,1.01,3,4,4,62.0,59.0,6.45,6.38,3.98,6097
36903,0.48,3,3,3,59.7,59.0,5.07,5.04,3.02,960
52888,0.84,2,3,2,62.9,55.0,5.99,6.12,3.8,2584
39326,0.51,0,3,3,65.2,55.0,5.04,5.02,3.28,1071
52082,0.84,4,0,5,62.0,55.0,6.07,6.06,3.76,2456
47954,0.66,2,4,3,59.2,58.0,5.69,5.72,3.38,1918
48957,0.7,2,2,3,62.9,56.0,5.64,5.68,3.56,2048
12188,1.15,2,6,2,61.8,61.0,6.62,6.69,4.11,5186
50149,0.71,1,5,2,57.8,60.0,5.86,5.83,3.38,2215
10436,1.2,2,1,3,61.7,56.0,6.82,6.76,4.19,4785
4486,0.9,1,5,3,60.8,65.0,6.31,6.18,3.8,3625
31543,0.3,4,5,6,62.3,57.0,4.29,4.31,2.68,766
14192,1.08,3,6,3,62.6,56.0,6.62,6.57,4.13,5758
52694,0.71,2,4,3,62.4,58.0,5.64,5.68,3.53,2553
11583,1.5,0,1,1,65.1,59.0,7.12,6.96,4.58,5040
37157,0.32,4,6,4,62.1,54.0,4.46,4.4,2.75,972
37806,0.34,4,5,7,61.8,57.0,4.47,4.5,2.77,1001
47200,0.5,2,3,6,60.9,61.0,5.11,5.13,3.12,1838
28311,0.3,1,2,3,63.3,56.0,4.27,4.29,2.71,432
29612,0.27,2,3,5,61.9,56.0,4.14,4.17,2.57,439
2228,0.9,0,3,3,65.4,59.0,6.04,6.0,3.94,3145
33678,0.3,4,5,6,61.4,55.0,4.32,4.34,2.66,837
3557,0.79,4,2,6,62.4,56.0,5.91,5.94,3.7,3417
