carat,cut,color,clarity,depth percentage,table,length,width,depth,price
1.0,1,2,3,63.7,60.0,6.3,6.33,4.02,4702
1.04,4,1,5,61.4,58.0,6.46,6.54,3.99,5572
0.37,4,6,3,61.9,54.0,4.62,4.65,2.87,643
0.3,4,4,8,61.7,58.0,4.3,4.32,2.66,886
0.79,2,0,4,60.8,56.0,5.98,6.02,3.65,2300
1.19,4,2,5,62.1,54.0,6.8,6.83,4.23,7181
1.15,3,2,3,62.0,58.0,6.77,6.71,4.18,5433
0.9,1,0,4,64.0,61.0,6.04,6.03,3.86,2822
1.14,2,5,2,62.6,56.0,6.63,6.69,4.17,4915
0.79,2,5,5,62.2,55.0,5.95,6.01,3.72,3827
1.23,4,0,4,61.8,56.0,6.87,6.81,4.23,4986
1.19,2,2,3,62.7,61.0,6.66,6.73,4.2,5595
0.4,3,3,6,61.1,58.0,4.76,4.74,2.9,1050
0.73,4,2,3,62.9,56.0,5.79,5.75,3.63,2269
0.42,2,4,6,61.6,59.0,4.83,4.84,2.98,1131
1.03,3,2,5,61.2,58.0,6.55,6.52,4.0,5849
0.33,3,1,4,61.1,59.0,4.4,4.44,2.7,463
0.66,4,6,3,62.7,55.0,5.56,5.61,3.5,2079
0.71,2,4,3,62.4,59.0,5.64,5.7,3.54,2590
1.0,4,4,3,62.0,55.0,6.39,6.44,3.98,5239
0.23,2,5,6,62.7,59.0,3.93,3.95,2.47,465
1.0,4,6,3,60.2,57.0,6.54,6.48,3.92,4861
1.07,2,5,4,60.4,58.0,6.61,6.66,4.01,6441
0.66,4,6,6,61.6,57.0,5.64,5.57,3.45,3049
0.59,4,3,6,62.2,56.0,5.37,5.4,3.35,1966
0.89,3,2,5,60.5,59.0,6.22,6.17,3.75,3489
0.32,4,6,7,61.3,57.0,4.42,4.39,2.7,1140
0.7,1,6,3,64.2,62.0,5.52,5.48,3.53,2318
0.51,4,4,2,60.5,55.0,5.17,5.21,3.14,1169
1.51,4,1,3,62.2,56.0,7.36,7.27,4.55,7145
0.78,3,4,3,60.8,60.0,5.97,5.94,3.62,2826
0.59,4,5,6,60.2,56.0,5.46,5.51,3.3,2553
0.53,4,3,4,62.5,56.0,5.2,5.17,3.24,1607
0.31,2,4,5,62.0,56.0,4.32,4.35,2.69,675
0.27,4,6,6,61.5,56.0,4.15,4.18,2.56,586
0.33,4,3,8,61.7,55.0,4.47,4.45,2.75,1052
0.31,4,6,3,61.2,55.0,4.37,4.49,2.71,571
0.71,4,0,5,61.9,55.0,5.75,5.69,3.54,2034
0.31,3,3,5,60.8,61.0,4.35,4.33,2.64,802
0.91,4,3,3,61.9,56.0,6.22,6.18,3.84,4731
0.46,4,6,4,61.8,56.0,4.93,4.97,3.06,1291
0.45,0,4,4,67.0,56.0,4.77,4.7,3.17,923
1.14,3,2,3,62.5,58.0,6.71,6.67,4.18,4948
0.91,3,3,3,61.8,60.0,6.18,6.21,3.83,4045
0.38,4,4,4,62.0,54.0,4.64,4.69,2.89,796
1.08,2,1,3,60.5,60.0,6.61,6.67,4.02,4276
1.03,4,3,3,61.6,57.0,6.53,6.46,4.0,4900
0.73,4,4,7,61.4,56.0,5.8,5.81,3.56,5154
0.31,1,6,2,63.6,54.0,4.31,4.34,2.75,462
0.39,4,1,7,62.5,53.1,4.68,4.7,2.93,820
0.51,4,3,4,62.0,56.0,5.18,5.11,3.19,1443
0.41,2,3,2,59.6,60.0,4.82,4.85,2.88,621
0.27,4,1,5,62.0,56.0,4.16,4.19,2.59,432
0.3,1,5,3,63.2,57.0,4.25,4.3,2.7,526
1.2,2,2,2,61.5,58.0,6.78,6.84,4.19,5884
0.73,2,5,5,62.3,58.0,5.72,5.74,3.57,3226
1.0,3,0,5,62.8,57.0,6.39,6.35,4.0,4032
0.5,3,3,6,61.6,60.0,5.13,5.1,3.15,1935
1.04,3,4,4,61.7,59.0,6.49,6.45,3.99,6906
0.25,4,3,5,62.6,53.0,4.01,4.07,2.53,438
0.68,3,3,4,61.6,59.0,5.65,5.64,3.48,2081
0.31,3,1,6,61.7,58.0,4.38,4.4,2.71,544
0.82,4,4,3,62.1,56.0,6.04,6.0,3.74,3361
0.41,2,5,4,59.7,58.0,4.79,4.82,2.87,866
0.55,2,5,4,62.3,61.0,5.16,5.21,3.23,1669
0.26,3,2,6,59.8,61.0,4.18,4.15,2.49,565
0.9,1,5,3,60.8,65.0,6.14,6.17,3.74,3933
0.5,1,4,4,63.3,57.0,5.01,5.07,3.19,1436
0.41,4,3,4,60.9,57.0,4.84,4.79,2.93,1061
1.02,3,6,2,61.5,58.0,6.51,6.33,3.95,4381
1.24,2,3,3,61.8,59.0,6.85,6.88,4.24,6438
0.9,2,3,4,61.0,60.0,6.21,6.24,3.8,4210
0.3,2,5,5,63.0,57.0,4.25,4.29,2.69,568
0.31,4,2,2,61.3,55.0,4.35,4.38,2.67,421
0.57,3,6,3,58.9,59.0,5.46,5.41,3.2,1949
1.01,1,4,3,63.4,55.0,6.35,6.42,4.05,4339
0.61,1,5,2,63.1,56.0,5.4,5.44,3.42,1408
0.32,3,1,6,62.1,59.0,4.38,4.35,2.71,720
0.51,1,6,2,64.2,56.0,5.05,5.02,3.23,1232
0.8,2,2,4,61.2,53.0,5.98,6.05,3.68,2918
1.07,2,6,4,62.4,57.0,6.51,6.59,4.09,7415
0.38,3,1,3,60.5,58.0,4.67,4.72,2.84,581
0.31,2,6,4,61.6,55.0,4.37,4.4,2.7,692
0.32,4,4,7,61.0,56.0,4.42,4.43,2.7,912
0.33,3,3,6,59.5,60.0,4.52,4.55,2.7,752
1.15,2,5,2,63.1,63.0,6.63,6.53,4.15,5193
0.3,4,2,8,61.8,55.0,4.3,4.31,2.66,789
0.9,1,4,4,62.7,59.0,6.1,6.14,3.84,4493
0.3,2,6,2,61.8,58.0,4.29,4.32,2.66,447
0.4,0,5,4,64.7,58.0,4.63,4.67,3.01,813
0.3,4,5,6,62.3,54.0,4.31,4.36,2.7,742
1.01,2,6,2,60.5,58.0,6.45,6.5,3.92,4799
0.41,4,5,6,60.0,57.0,4.81,4.85,2.9,1187
0.3,3,3,5,62.5,59.0,4.32,4.25,2.68,787
1.01,2,5,4,63.3,56.0,6.34,6.37,4.02,6522
1.0,3,5,3,61.9,62.0,6.4,6.34,3.94,4953
1.01,2,6,2,62.7,58.0,6.31,6.39,3.98,4606
0.31,3,2,7,60.6,59.0,4.38,4.36,2.65,907
0.77,1,4,5,59.3,56.0,5.98,6.03,3.56,3393
0.39,3,3,4,60.9,59.0,4.74,4.69,2.87,1009
0.33,4,3,6,60.4,57.0,4.48,4.52,2.72,761
0.41,4,3,2,61.9,54.0,4.81,4.78,2.97,666
1.01,1,6,2,57.6,62.0,6.56,6.66,3.81,4260
0.65,4,5,6,62.1,57.0,5.55,5.6,3.46,3023
0.3,2,1,5,63.3,59.0,4.23,4.2,2.67,608
0.55,4,3,4,61.4,56.3,5.26,5.29,3.24,1662
0.39,3,3,5,62.4,57.0,4.68,4.62,2.9,1097
0.72,4,6,3,61.2,56.0,5.77,5.79,3.54,3722
0.3,4,1,6,62.5,53.6,4.29,4.33,2.69,532
0.9,2,6,3,60.6,59.0,6.23,6.28,3.79,5040
0.24,2,5,6,59.7,60.0,4.08,4.1,2.44,485
0.31,4,6,4,62.5,56.0,4.29,4.32,2.69,734
0.31,4,5,4,62.0,56.0,4.36,4.38,2.71,589
0.38,4,5,4,61.9,57.0,4.61,4.66,2.87,751
1.21,2,6,2,62.4,58.0,6.77,6.83,4.24,6248
0.9,3,4,3,61.7,62.0,6.19,6.13,3.8,3936
1.22,4,0,5,61.4,58.0,6.85,6.87,4.21,6201
0.92,3,0,4,60.9,62.0,6.31,6.26,3.83,3091
1.02,4,3,4,62.6,58.0,6.43,6.39,4.01,5915
0.44,2,1,4,62.5,57.0,4.85,4.88,3.04,795
0.41,4,4,6,62.9,54.0,4.74,4.7,2.97,1192
0.41,4,3,4,62.1,57.0,4.72,4.78,2.95,827
0.32,4,3,6,62.1,57.0,4.42,4.4,2.74,936
0.56,4,1,7,61.1,55.0,5.35,5.33,3.26,1743
0.72,4,4,3,62.0,55.0,5.76,5.79,3.58,2737
0.32,4,2,6,59.8,57.0,4.48,4.52,2.69,628
0.9,2,1,4,62.4,58.0,6.12,6.16,3.83,3398
1.03,4,2,3,61.0,55.0,6.56,6.59,4.01,4759
1.0,3,4,2,61.5,60.0,6.35,6.33,3.9,4340
0.32,1,5,5,60.3,64.0,4.42,4.44,2.67,756
1.01,1,4,2,64.0,56.0,6.25,6.32,4.02,3768
0.33,3,3,3,62.3,59.0,4.44,4.39,2.75,631
1.24,3,3,2,60.0,60.0,6.94,6.88,4.15,3896
1.22,2,1,2,62.9,56.0,6.79,6.84,4.29,5072
0.9,4,6,2,62.4,56.0,6.16,6.24,3.87,4078
0.61,2,3,4,62.0,57.0,5.44,5.47,3.38,1861
0.58,3,3,6,59.7,59.0,5.4,5.45,3.24,1990
0.5,4,5,3,60.6,59.0,5.13,5.16,3.12,1337
0.36,2,3,5,62.9,57.0,4.56,4.6,2.88,726
0.64,4,4,5,61.9,56.8,5.55,5.6,3.45,2222
0.21,3,6,4,58.3,59.0,3.96,3.93,2.3,386
0.33,4,5,6,61.4,55.0,4.46,4.5,2.75,802
1.01,4,5,3,62.1,57.0,6.4,6.45,3.99,5372
0.3,2,6,4,60.3,60.0,4.28,4.31,2.59,710
0.3,4,1,5,61.4,56.0,4.3,4.33,2.65,491
0.32,4,6,4,62.6,55.0,4.39,4.37,2.74,972
0.51,2,4,6,62.0,56.0,5.1,5.15,3.17,2041
0.3,4,3,6,60.6,57.0,4.33,4.35,2.63,684
0.37,3,5,4,59.5,59.0,4.71,4.64,2.78,1041
0.64,3,5,3,61.2,62.0,5.56,5.52,3.39,1682
0.85,4,3,3,62.2,56.0,6.06,6.09,3.78,3403
0.59,3,2,4,60.7,56.0,5.46,5.41,3.3,1572
1.01,2,0,5,61.3,57.0,6.43,6.5,3.96,4262
1.01,3,2,2,59.4,62.0,6.47,6.43,3.83,3083
0.33,4,6,4,61.7,55.0,4.46,4.48,2.76,724
0.35,0,4,7,54.6,59.0,4.85,4.79,2.63,1011
0.54,1,4,4,64.2,53.8,5.12,5.19,3.31,1745
0.52,4,1,4,61.5,56.0,5.19,5.21,3.2,1214
1.04,4,2,5,62.7,55.0,6.43,6.49,4.05,5577
0.91,2,4,3,60.1,58.0,6.3,6.35,3.8,3879
0.55,2,6,2,63.2,56.0,5.24,5.21,3.3,1368
1.0,2,4,2,62.9,59.0,6.27,6.38,3.98,4037
0.31,1,3,8,63.9,58.0,4.3,4.27,2.74,988
0.33,3,1,4,60.6,58.0,4.47,4.44,2.7,594
1.01,3,1,2,61.5,62.0,6.41,6.37,3.93,3360
0.55,2,5,6,60.4,56.0,5.36,5.38,3.24,2399
0.33,4,6,4,60.9,55.0,4.46,4.5,2.73,781
0.4,3,6,4,62.5,59.0,4.66,4.72,2.93,982
1.16,3,2,2,61.8,58.0,6.81,6.75,4.19,4872
0.87,2,3,2,59.9,58.0,6.19,6.23,3.72,2802
0.43,4,5,2,61.9,57.0,4.83,4.86,3.0,716
0.33,4,2,7,62.5,56.0,4.42,4.44,2.77,702
1.09,3,4,3,62.7,58.0,6.51,6.56,4.1,5287
1.23,4,2,2,62.4,57.0,6.79,6.84,4.25,6152
1.47,4,1,4,62.3,57.0,7.24,7.3,4.53,7284
0.32,4,4,4,62.4,56.0,4.35,4.37,2.72,645
0.3,3,5,2,61.6,61.0,4.29,4.25,2.63,540
0.57,3,6,4,61.7,60.0,5.28,5.32,3.27,1944
0.52,4,5,5,61.7,56.0,5.13,5.18,3.18,1742
0.74,1,4,2,62.6,65.0,5.66,5.69,3.55,2685
0.73,4,4,2,61.9,55.0,5.78,5.82,3.59,2588
0.51,4,3,3,63.0,53.0,5.13,5.1,3.22,1312
0.93,3,2,3,61.8,59.0,6.27,6.23,3.86,3750
0.5,0,5,4,64.9,56.0,5.01,4.95,3.23,1397
0.25,4,6,3,61.5,55.0,4.09,4.14,2.52,452
0.4,3,5,2,62.9,59.0,4.69,4.66,2.94,855
0.5,0,6,4,63.7,57.0,5.05,4.9,3.17,1431
0.87,2,2,3,62.2,57.0,6.05,6.11,3.78,3180
1.08,4,4,3,62.7,57.0,6.53,6.57,4.11,5534
0.32,4,4,8,62.2,55.0,4.38,4.4,2.73,1010
0.9,4,3,2,62.4,56.0,6.14,6.19,3.85,3500
0.71,4,4,3,61.9,56.0,5.69,5.74,3.54,2999
1.29,4,0,4,60.9,58.0,7.05,7.0,4.28,5646
0.3,4,6,4,61.4,55.0,4.34,4.32,2.66,911
0.64,1,0,2,64.7,54.0,5.39,5.43,3.5,1141
1.12,3,3,3,59.8,58.0,6.79,6.76,4.05,5329
0.25,4,4,4,62.8,57.0,3.98,4.01,2.51,436
0.3,4,2,8,62.0,57.0,4.26,4.29,2.65,764
0.34,3,1,4,62.1,57.0,4.48,4.44,2.77,612
0.9,4,2,3,62.8,57.0,6.16,6.14,3.86,3629
0.73,2,5,2,59.6,57.0,5.87,5.91,3.51,2359
1.2,4,6,2,60.2,57.0,6.88,6.93,4.16,6140
0.9,2,3,4,58.8,61.0,6.28,6.3,3.7,4400
0.33,1,6,4,61.8,61.0,4.4,4.44,2.73,652
0.7,3,4,3,60.8,58.0,5.78,5.74,3.5,2415
0.53,4,6,4,60.9,57.0,5.24,5.17,3.17,1877
0.3,2,2,3,62.9,56.0,4.28,4.31,2.7,421
0.54,2,2,3,61.7,54.0,5.23,5.27,3.24,1065
1.01,2,2,4,63.2,58.0,6.34,6.26,3.98,5260
0.56,4,2,2,60.7,56.0,5.34,5.37,3.25,1571
0.52,4,4,3,61.6,57.0,5.16,5.19,3.19,1250
0.51,1,6,4,64.2,58.0,5.01,5.06,3.23,1430
0.9,3,5,5,60.1,56.0,6.38,6.3,3.81,5242
1.01,3,3,3,62.2,58.0,6.42,6.4,3.99,5006
1.01,3,2,2,59.6,60.0,6.55,6.5,3.89,3732
0.26,3,5,7,62.3,60.0,4.09,4.07,2.54,769
1.0,3,4,3,61.4,62.0,6.36,6.32,3.89,4939
0.78,4,1,4,61.8,55.0,5.92,5.95,3.67,2834
0.52,3,5,4,60.9,58.0,5.2,5.18,3.16,1646
0.5,3,3,5,60.0,59.0,5.12,5.18,3.09,1559
0.91,4,5,3,61.2,58.0,6.24,6.3,3.84,4513
0.9,3,5,3,62.8,58.0,6.13,6.09,3.84,4677
0.77,1,2,2,58.6,64.0,6.01,5.93,3.5,2262
0.72,4,2,4,60.1,56.0,5.85,5.88,3.52,3122
1.02,3,3,3,61.7,58.0,6.47,6.37,3.96,5169
0.35,4,1,8,61.8,55.0,4.55,4.57,2.82,715
1.01,4,6,2,61.2,56.0,6.41,6.46,3.94,4753
0.93,1,3,3,58.8,61.0,6.36,6.39,3.75,4405
0.71,4,3,2,62.3,56.0,5.68,5.72,3.55,2266
0.33,4,2,5,61.8,56.0,4.41,4.46,2.74,579
0.9,1,4,2,63.2,59.0,6.06,6.13,3.85,3116
0.71,4,5,5,62.3,54.0,5.69,5.73,3.56,3212
0.57,4,2,8,62.2,56.0,5.3,5.33,3.3,2195
0.33,4,4,4,60.9,56.0,4.47,4.49,2.73,619
0.62,4,3,5,62.4,57.0,5.44,5.46,3.4,2178
0.41,2,5,4,63.3,56.0,4.71,4.74,2.99,910
0.53,2,3,6,60.5,59.0,5.24,5.29,3.19,1724
0.71,4,2,4,61.4,57.0,5.71,5.75,3.52,2522
1.0,1,6,3,64.3,62.0,6.18,6.13,3.96,4312
0.51,4,5,4,60.7,56.0,5.17,5.21,3.15,1877
0.75,4,4,4,62.5,57.0,5.78,5.83,3.63,2893
0.52,2,5,5,58.9,64.0,5.23,5.3,3.1,2092
0.35,4,6,3,62.3,55.0,4.52,4.56,2.83,644
0.51,4,4,2,61.1,56.0,5.18,5.21,3.17,1139
0.3,2,3,8,58.4,62.0,4.4,4.43,2.58,835
1.0,4,3,5,62.9,57.0,6.36,6.32,3.99,6290
0.4,3,6,4,60.5,59.0,4.76,4.8,2.89,982
0.6,4,5,5,62.2,56.0,5.36,5.44,3.36,2306
0.78,4,6,5,62.1,55.0,5.9,5.95,3.68,4336
0.3,3,6,4,61.0,58.0,4.32,4.34,2.64,710
0.32,4,3,3,61.3,57.0,4.42,4.45,2.72,461
1.0,3,5,5,61.4,58.0,6.44,6.42,3.95,7420
1.03,4,4,5,60.7,56.0,6.6,6.54,3.99,7429
0.31,4,2,7,61.6,55.0,4.37,4.4,2.7,687
1.23,2,1,3,60.5,58.0,6.9,6.94,4.19,5763
1.01,1,3,3,63.6,57.0,6.33,6.37,4.04,4588
0.5,2,3,5,62.1,55.0,5.06,5.22,3.19,1624
0.34,4,4,7,61.4,55.0,4.52,4.54,2.78,919
0.56,4,5,3,61.7,56.0,5.33,5.3,3.28,1698
0.26,2,4,7,58.7,58.0,4.24,4.25,2.49,597
0.92,4,4,2,62.0,54.0,6.26,6.32,3.9,4065
0.32,4,0,4,62.9,56.0,4.4,4.37,2.76,504
0.32,2,2,4,60.7,61.0,4.39,4.41,2.67,505
0.3,2,5,3,61.8,60.0,4.23,4.28,2.63,526
0.5,4,4,2,60.5,56.0,5.17,5.19,3.14,1118
0.35,4,2,7,61.6,55.0,4.55,4.57,2.81,773
0.5,2,0,2,60.7,57.0,5.11,5.13,3.11,947
1.01,2,4,2,61.9,57.0,6.42,6.35,3.95,4484
0.31,3,3,8,61.0,59.0,4.36,4.33,2.65,988
0.77,2,5,2,59.9,61.0,5.98,6.01,3.59,2753
0.7,3,4,6,62.6,59.0,5.66,5.62,3.53,3136
0.7,3,3,6,61.8,58.0,5.67,5.63,3.49,2874
0.35,3,5,3,59.7,60.0,4.58,4.53,2.72,788
0.3,2,2,6,63.0,56.0,4.24,4.27,2.68,581
0.9,2,3,3,61.6,59.0,6.13,6.19,3.8,3597
0.53,2,5,5,61.9,59.0,5.16,5.21,3.21,1830
0.53,3,6,6,62.7,60.0,5.19,5.12,3.23,2514
0.58,4,4,4,62.4,57.0,5.31,5.33,3.32,1798
1.21,3,0,4,59.9,59.0,6.92,6.86,4.13,4841
0.32,4,6,4,61.2,56.0,4.38,4.41,2.69,671
0.32,3,2,7,61.5,59.0,4.37,4.41,2.7,730
0.75,3,2,3,60.7,62.0,5.87,5.82,3.55,2331
0.9,2,2,4,63.0,57.0,6.09,6.13,3.85,4381
0.43,4,5,7,61.3,57.0,4.84,4.88,2.98,1433
1.08,3,6,3,61.6,56.0,6.64,6.57,4.07,5419
0.57,4,4,7,61.1,55.0,5.36,5.44,3.3,3057
1.03,0,0,2,56.2,62.0,6.73,6.69,3.77,3246
0.3,1,2,2,63.9,57.0,4.27,4.24,2.72,485
0.45,4,5,6,61.9,56.0,4.91,4.95,3.05,1337
0.23,2,2,7,61.6,56.0,3.94,3.97,2.43,434
1.12,3,1,3,60.8,57.0,6.76,6.7,4.09,4704
0.34,4,2,4,61.5,54.0,4.5,4.54,2.78,537
0.73,3,2,4,61.0,58.0,5.84,5.76,3.54,2519
1.2,2,2,3,61.6,61.0,6.81,6.77,4.18,6350
0.4,4,6,6,61.2,56.0,4.76,4.78,2.92,1693
0.37,2,2,3,62.6,63.0,4.6,4.5,2.85,491
1.01,1,2,3,63.1,59.0,6.32,6.36,4.0,4749
1.23,3,1,5,61.6,58.0,6.9,6.84,4.23,5632
0.34,2,3,4,63.1,57.0,4.47,4.43,2.81,765
0.37,2,2,3,63.2,57.0,4.58,4.54,2.88,684
1.01,3,6,2,58.8,59.0,6.58,6.55,3.86,4672
1.05,3,2,4,60.5,58.0,6.7,6.63,4.03,4739
0.52,4,3,8,61.5,56.0,5.21,5.16,3.19,2164
0.73,2,5,3,61.3,58.0,5.76,5.83,3.55,2871
0.5,2,5,4,61.3,58.0,5.06,5.12,3.12,1624
0.41,2,4,4,59.4,60.0,4.85,4.89,2.89,951
1.01,3,6,2,61.7,59.0,6.41,6.37,3.94,4072
1.04,2,2,3,63.2,57.0,6.45,6.4,4.06,4310
1.11,3,4,4,62.7,59.0,6.58,6.62,4.14,6863
0.7,2,5,4,61.7,60.0,5.67,5.7,3.51,2513
0.45,0,5,4,66.9,60.0,4.78,4.71,3.18,980
0.39,3,3,7,60.4,59.0,4.75,4.72,2.86,1170
0.62,3,5,2,58.6,58.0,5.58,5.52,3.25,1291
0.34,4,5,5,62.8,56.0,4.46,4.49,2.81,702
0.35,4,6,2,61.8,57.0,4.53,4.57,2.81,522
1.01,3,4,4,62.5,58.0,6.43,6.4,4.01,6271
0.32,4,5,3,61.5,55.0,4.4,4.44,2.72,532
1.01,4,4,5,62.5,54.0,6.43,6.46,4.03,7465
0.93,2,3,3,61.5,57.0,6.23,6.33,3.86,4111
0.92,1,4,4,63.1,57.0,6.11,6.16,3.87,4404
1.0,1,3,4,63.8,59.0,6.26,6.34,4.02,5148
0.33,4,6,3,62.7,55.0,4.44,4.4,2.77,780
1.2,3,2,3,62.4,58.0,6.76,6.79,4.23,5718
0.6,3,5,3,61.9,58.0,5.43,5.39,3.35,1830
0.2,3,5,4,59.7,62.0,3.84,3.8,2.28,367
0.7,3,6,5,60.6,58.0,5.73,5.75,3.48,3239
0.5,4,5,2,62.4,57.0,5.07,5.03,3.15,1240
0.3,3,3,5,61.4,60.0,4.3,4.33,2.65,605
0.9,4,5,6,62.8,54.0,6.11,6.21,3.87,7286
0.36,4,1,5,60.5,57.0,4.56,4.59,2.77,568
0.9,2,2,5,61.8,56.0,6.16,6.18,3.81,4136
0.33,3,2,4,61.3,60.0,4.47,4.44,2.73,668
1.01,3,4,4,62.0,59.0,6.45,6.38,3.98,6097
0.48,3,3,3,59.7,59.0,5.07,5.04,3.02,960
0.84,2,3,2,62.9,55.0,5.99,6.12,3.8,2584
0.51,0,3,3,65.2,55.0,5.04,5.02,3.28,1071
0.84,4,0,5,62.0,55.0,6.07,6.06,3.76,2456
0.66,2,4,3,59.2,58.0,5.69,5.72,3.38,1918
0.7,2,2,3,62.9,56.0,5.64,5.68,3.56,2048
1.15,2,6,2,61.8,61.0,6.62,6.69,4.11,5186
0.71,1,5,2,57.8,60.0,5.86,5.83,3.38,2215
1.2,2,1,3,61.7,56.0,6.82,6.76,4.19,4785
0.9,1,5,3,60.8,65.0,6.31,6.18,3.8,3625
0.3,4,5,6,62.3,57.0,4.29,4.31,2.68,766
1.08,3,6,3,62.6,56.0,6.62,6.57,4.13,5758
0.71,2,4,3,62.4,58.0,5.64,5.68,3.53,2553
1.5,0,1,1,65.1,59.0,7.12,6.96,4.58,5040
0.32,4,6,4,62.1,54.0,4.46,4.4,2.75,972
0.34,4,5,7,61.8,57.0,4.47,4.5,2.77,1001
0.5,2,3,6,60.9,61.0,5.11,5.13,3.12,1838
0.3,1,2,3,63.3,56.0,4.27,4.29,2.71,432
0.27,2,3,5,61.9,56.0,4.14,4.17,2.57,439
0.9,0,3,3,65.4,59.0,6.04,6.0,3.94,3145
0.3,4,5,6,61.4,55.0,4.32,4.34,2.66,837
0.79,4,2,6,62.4,56.0,5.91,5.94,3.7,3417
0.3,4,2,6,62.5,54.0,4.3,4.3,2.7,567
0.9,3,2,6,62.0,58.0,6.16,6.13,3.81,4355
0.31,2,5,7,61.2,58.0,4.35,4.38,2.67,890
0.38,4,5,6,62.0,57.0,4.64,4.69,2.89,1030
0.35,4,2,5,62.0,56.0,4.56,4.54,2.82,788
0.26,4,4,7,62.4,56.0,4.11,4.1,2.56,769
1.0,2,4,2,60.2,59.0,6.41,6.48,3.88,4082
0.88,3,3,4,61.1,58.0,6.19,6.15,3.77,3400
0.32,4,3,4,61.6,57.0,4.41,4.39,2.71,720
1.25,2,1,3,58.9,58.0,7.04,7.08,4.16,5500
0.32,2,6,6,61.1,59.0,4.39,4.42,2.69,804
0.3,2,2,6,62.0,56.0,4.28,4.3,2.66,559
1.26,4,2,2,61.0,56.0,6.99,6.95,4.25,5998
0.43,4,3,7,61.5,56.0,4.85,4.87,2.99,1207
0.58,2,3,6,62.0,57.0,5.33,5.34,3.31,2078
0.72,2,1,4,63.3,57.0,5.66,5.72,3.6,2393
0.38,4,4,4,61.3,57.0,4.65,4.68,2.86,822
0.42,2,2,4,60.9,55.0,4.87,4.89,2.97,1190
1.0,1,4,3,63.6,62.0,6.3,6.24,3.99,4586
0.3,1,3,5,63.4,55.0,4.26,4.32,2.72,565
1.01,2,6,2,63.1,54.0,6.39,6.35,4.02,5703
0.84,4,3,5,61.8,56.0,6.02,6.11,3.75,4325
1.2,1,3,2,63.6,54.0,6.71,6.75,4.28,5049
0.3,4,3,6,61.5,56.0,4.34,4.31,2.66,878
0.91,1,3,3,57.7,58.0,6.33,6.4,3.67,5394
0.54,4,5,3,61.5,56.0,5.31,5.26,3.25,1594
0.31,1,3,3,63.6,57.0,4.33,4.29,2.74,593
0.38,4,4,3,61.0,56.0,4.7,4.73,2.87,874
0.52,3,4,4,62.2,58.0,5.12,5.17,3.2,1600
0.4,3,6,3,59.9,60.0,4.77,4.75,2.85,990
1.38,3,0,4,60.2,59.0,7.29,7.19,4.36,6175
0.38,4,4,7,61.9,54.0,4.67,4.7,2.9,1200
0.33,2,1,3,63.2,58.0,4.38,4.36,2.76,572
0.73,1,5,5,60.8,61.0,5.77,5.8,3.52,3471
0.58,4,4,2,62.0,57.0,5.35,5.32,3.31,1332
0.32,4,3,2,61.3,56.0,4.44,4.47,2.73,407
0.49,0,6,4,57.5,68.0,5.18,5.11,2.96,1249
0.7,4,5,4,62.2,55.0,5.64,5.67,3.52,3172
0.51,2,3,3,63.0,53.0,5.1,5.13,3.22,1220
1.0,1,4,4,63.2,59.0,6.3,6.35,4.0,6183
0.82,4,2,4,61.5,56.0,6.01,6.08,3.72,2804
0.37,4,0,5,62.6,57.0,4.54,4.57,2.85,487
0.58,2,4,4,63.0,59.0,5.27,5.39,3.36,1667
1.1,4,2,4,62.7,56.0,6.58,6.63,4.14,6344
0.41,2,6,3,63.3,55.0,4.77,4.74,3.01,947
1.0,0,2,2,63.7,54.0,6.42,6.27,4.06,3164
0.5,4,6,2,62.8,56.0,5.06,5.03,3.17,1243
0.27,2,6,5,62.2,58.0,4.14,4.15,2.58,413
0.27,4,5,5,61.6,56.0,4.14,4.17,2.56,470
0.23,2,5,7,62.2,59.0,3.92,3.96,2.45,465
1.2,3,0,4,61.8,59.0,6.84,6.76,4.2,4611
1.01,4,3,3,61.5,56.0,6.52,6.46,3.99,4129
0.52,3,4,3,61.5,60.0,5.16,5.15,3.17,1280
1.01,4,2,3,62.1,59.0,6.38,6.43,3.98,5189
0.3,1,2,5,63.9,55.0,4.26,4.28,2.73,526
0.43,4,3,8,62.1,54.0,4.83,4.87,3.01,1433
0.9,1,5,3,63.9,55.0,6.08,6.13,3.9,4463
0.32,3,0,5,61.9,58.0,4.33,4.39,2.7,421
0.33,3,3,5,62.4,59.0,4.47,4.41,2.77,854
0.32,2,3,3,60.9,58.0,4.39,4.44,2.69,477
0.33,4,5,4,62.3,55.0,4.46,4.43,2.77,928
1.0,3,3,4,63.0,59.0,6.4,6.36,4.02,5806
0.72,4,3,5,61.4,56.0,5.75,5.79,3.55,3478
0.34,3,1,3,59.2,61.0,4.58,4.57,2.71,574
1.01,0,5,3,64.7,56.0,6.34,6.27,4.08,5034
0.41,3,3,5,62.1,60.0,4.78,4.72,2.95,961
0.52,3,3,5,62.4,59.0,5.16,5.13,3.21,1815
0.55,4,5,3,61.8,58.0,5.24,5.28,3.25,1609
0.48,2,5,3,62.7,58.5,4.99,5.01,3.14,1349
0.9,2,4,2,62.7,59.0,6.1,6.18,3.85,3569
0.94,3,4,2,62.3,59.0,6.32,6.23,3.91,3095
0.41,4,4,8,61.7,56.0,4.79,4.83,2.97,1304
